Mar 14 2021 09:00 AM,Benetton,Cardiff Blues,14,29,14,10,0,19
Mar 13 2021 02:35 PM,Connacht,Edinburgh,14,15,14,5,0,10
Mar 13 2021 02:35 PM,Dragons,Ulster,22,26,3,14,19,12
Mar 12 2021 03:00 PM,Glasgow Warriors,Ospreys,30,25,9,15,21,10
Mar 12 2021 03:00 PM,Munster,Scarlets,28,10,21,3,7,7
Mar 12 2021 12:45 PM,Zebre,Leinster,31,48,12,31,19,17
Mar 06 2021 02:35 PM,Ospreys,Dragons,20,31,10,7,10,24
Mar 06 2021 02:35 PM,Ulster,Leinster,19,38,12,24,7,14
Mar 06 2021 08:00 AM,Zebre,Glasgow Warriors,20,31,17,10,3,21
Mar 05 2021 02:35 PM,Munster,Connacht,20,17,7,10,13,7
Feb 28 2021 12:30 PM,Leinster,Glasgow Warriors,40,21,28,7,12,14
Feb 27 2021 12:15 PM,Zebre,Dragons,26,15,16,3,10,12
Feb 27 2021 07:00 AM,Edinburgh,Scarlets,25,27,20,17,5,10
Feb 26 2021 03:00 PM,Cardiff Blues,Munster,11,20,8,6,3,14
Feb 26 2021 03:00 PM,Ulster,Ospreys,21,7,7,7,14,0
Feb 26 2021 12:30 PM,Benetton,Connacht,17,19,14,7,3,12
Feb 20 2021 02:35 PM,Connacht,Cardiff Blues,32,17,20,10,12,7
Feb 20 2021 02:35 PM,Edinburgh,Munster,10,22,3,17,7,5
Feb 20 2021 12:15 PM,Ospreys,Zebre,10,0,3,0,7,0
Feb 20 2021 10:00 AM,Scarlets,Benetton,41,17,26,3,15,14
Feb 19 2021 02:35 PM,Dragons,Leinster,29,35,15,14,14,21
Feb 19 2021 02:35 PM,Glasgow Warriors,Ulster,13,19,3,7,10,12
Feb 05 2021 02:35 PM,Dragons,Connacht,20,30,13,13,7,17
Jan 30 2021 02:35 PM,Scarlets,Leinster,25,52,13,31,12,21
Jan 30 2021 12:00 PM,Benetton,Munster,16,18,11,12,5,6
Jan 24 2021 10:00 AM,Connacht,Ospreys,20,26,17,5,3,21
Jan 23 2021 02:35 PM,Munster,Leinster,10,13,10,6,0,7
Jan 23 2021 08:00 AM,Zebre,Edinburgh,10,26,3,10,7,16
Jan 22 2021 03:00 PM,Scarlets,Cardiff Blues,10,13,0,10,10,3
Jan 16 2021 12:15 PM,Glasgow Warriors,Edinburgh,23,22,9,10,14,12
Jan 09 2021 02:35 PM,Cardiff Blues,Scarlets,29,20,18,10,11,10
Jan 09 2021 02:35 PM,Connacht,Munster,10,16,3,10,7,6
Jan 09 2021 12:15 PM,Dragons,Ospreys,20,28,10,13,10,15
Jan 09 2021 08:00 AM,Zebre,Benetton,22,18,8,6,14,12
Jan 08 2021 02:35 PM,Leinster,Ulster,24,12,5,9,19,3
Jan 02 2021 02:35 PM,Leinster,Connacht,24,35,5,25,19,10
Jan 02 2021 12:15 PM,Ulster,Munster,15,10,15,3,0,7
Jan 02 2021 10:00 AM,Edinburgh,Glasgow Warriors,10,7,0,0,10,7
Jan 02 2021 08:00 AM,Benetton,Zebre,15,24,3,12,12,12
Jan 01 2021 02:35 PM,Cardiff Blues,Ospreys,3,17,3,7,0,10
Jan 01 2021 12:15 PM,Scarlets,Dragons,20,3,6,3,14,0
Dec 27 2020 02:35 PM,Connacht,Ulster,19,32,14,9,5,23
Dec 26 2020 12:15 PM,Ospreys,Scarlets,14,16,8,3,6,13
Dec 26 2020 10:00 AM,Dragons,Cardiff Blues,12,13,9,3,3,10
Dec 05 2020 02:15 PM,Glasgow Warriors,Dragons,22,23,14,10,8,13
Dec 04 2020 02:35 PM,Connacht,Benetton,31,14,24,7,7,7
Nov 30 2020 03:15 PM,Edinburgh,Ulster,14,43,7,19,7,24
Nov 30 2020 03:15 PM,Munster,Zebre,52,3,28,3,24,0
Nov 29 2020 02:35 PM,Cardiff Blues,Glasgow Warriors,10,19,3,6,7,13
Nov 29 2020 11:00 AM,Benetton,Dragons,19,26,14,18,5,8
Nov 23 2020 03:15 PM,Glasgow Warriors,Munster,13,27,8,12,5,15
Nov 22 2020 02:35 PM,Ulster,Scarlets,26,24,19,7,7,17
Nov 22 2020 12:15 PM,Leinster,Cardiff Blues,40,5,19,5,21,0
Nov 22 2020 09:30 AM,Zebre,Connacht,12,47,7,23,5,24
Nov 22 2020 08:45 AM,Ospreys,Benetton,24,22,10,7,14,15
Nov 16 2020 03:15 PM,Leinster,Edinburgh,50,10,26,3,24,7
Nov 16 2020 02:45 PM,Cardiff Blues,Benetton,22,5,8,0,14,5
Nov 16 2020 01:00 PM,Zebre,Ulster,14,57,7,26,7,31
Nov 15 2020 09:45 AM,Munster,Ospreys,38,22,24,10,14,12
Nov 14 2020 02:35 PM,Connacht,Scarlets,14,20,7,13,7,7
Nov 09 2020 03:15 PM,Ulster,Glasgow Warriors,40,15,28,10,12,5
Nov 09 2020 02:45 PM,Edinburgh,Cardiff Blues,18,0,10,0,8,0
Nov 08 2020 12:15 PM,Scarlets,Zebre,18,17,15,6,3,11
Nov 08 2020 10:00 AM,Ospreys,Leinster,7,26,7,19,0,7
Nov 02 2020 03:15 PM,Glasgow Warriors,Leinster,19,32,7,22,12,10
Nov 02 2020 02:15 PM,Zebre,Ospreys,23,17,17,3,6,14
Nov 02 2020 01:00 PM,Cardiff Blues,Ulster,7,11,7,8,0,3
Nov 01 2020 01:45 PM,Scarlets,Edinburgh,3,6,0,3,3,3
Nov 01 2020 09:00 AM,Dragons,Munster,16,28,8,18,8,10
Oct 26 2020 04:15 PM,Munster,Cardiff Blues,38,27,17,13,21,14
Oct 25 2020 03:35 PM,Edinburgh,Connacht,26,37,14,23,12,14
Oct 25 2020 11:00 AM,Ulster,Dragons,40,17,35,3,5,14
Oct 24 2020 12:30 PM,Ospreys,Glasgow Warriors,23,15,10,12,13,3
Oct 23 2020 03:15 PM,Benetton,Scarlets,3,10,3,0,0,10
Oct 23 2020 02:35 PM,Leinster,Zebre,63,8,28,3,35,5
Oct 11 2020 12:15 PM,Glasgow Warriors,Scarlets,20,7,10,0,10,7
Oct 10 2020 02:35 PM,Cardiff Blues,Connacht,29,7,10,0,19,7
Oct 10 2020 02:35 PM,Munster,Edinburgh,25,23,12,14,13,9
Oct 10 2020 12:15 PM,Benetton,Leinster,25,37,13,20,12,17
Oct 10 2020 12:15 PM,Ospreys,Ulster,12,24,6,10,6,14
Oct 09 2020 03:15 PM,Dragons,Zebre,26,18,15,10,11,8
Oct 03 2020 02:35 PM,Edinburgh,Ospreys,10,25,10,20,0,5
Oct 03 2020 12:15 PM,Connacht,Glasgow Warriors,28,24,3,7,25,17
Oct 03 2020 10:00 AM,Scarlets,Munster,27,30,12,7,15,23
Oct 02 2020 03:15 PM,Leinster,Dragons,35,5,21,0,14,5
Oct 02 2020 03:15 PM,Ulster,Benetton,35,24,21,21,14,3
Oct 02 2020 01:00 PM,Zebre,Cardiff Blues,6,16,3,10,3,6
Mar 05 2021 02:35 PM,Munster,Connacht,,,,,,
Mar 06 2021 08:00 AM,Zebre,Glasgow Warriors,,,,,,
Mar 06 2021 02:35 PM,Ospreys,Dragons,,,,,,
Mar 06 2021 02:35 PM,Ulster,Leinster,,,,,,
Mar 07 2021 10:15 AM,Edinburgh,Benetton,,,,,,
Mar 12 2021 12:45 PM,Zebre,Leinster,,,,,,
Mar 12 2021 03:00 PM,Glasgow Warriors,Ospreys,,,,,,
Mar 12 2021 03:00 PM,Munster,Scarlets,,,,,,
Mar 13 2021 02:35 PM,Connacht,Edinburgh,,,,,,
Mar 13 2021 02:35 PM,Dragons,Ulster,,,,,,
Mar 14 2021 09:00 AM,Benetton,Cardiff Blues,,,,,,
Mar 19 2021 02:00 PM,Munster,Benetton,,,,,,
Mar 19 2021 04:15 PM,Leinster,Ospreys,,,,,,
Mar 19 2021 04:15 PM,Ulster,Zebre,,,,,,
Mar 21 2021 11:00 AM,Dragons,Glasgow Warriors,,,,,,
Mar 22 2021 04:00 PM,Cardiff Blues,Edinburgh,,,,,,
Mar 22 2021 04:00 PM,Scarlets,Connacht,,,,,,
Mar 27 2021 09:45 AM,Glasgow Warriors,Benetton,,,,,,
Mar 27 2021 12:00 PM,Leinster,Munster,,,,,,
Mar 28 2021 09:00 AM,Dragons,Edinburgh,,,,,,
